Relevance,QueryId,DocumentId,DocumentLink
0,13,23,http://www.mixei.ru/threads/10963-Kak-sdat-ekzamen-Obmen-opytom-)/page5
0,13,24,http://woman-project.com/post/3316
0,13,25,http://ru.dictionarist.com/%D1%81%D0%B4%D0%B0%D0%B2%D0%B0%D1%82%D1%8C+%D1%8D%D0%BA%D0%B7%D0%B0%D0%BC%D0%B5%D0%BD+%D1%8D%D0%BA%D1%81%D1%82%D0%B5%D1%80%D0%BD%D0%BE%D0%BC
0,13,26,http://habrahabr.ru/company/skillfactory/blog/168595/
4,14,0,http://otvet.mail.ru/mail/qqqq777qqq
4,14,1,http://otvet.mail.ru/mail/qqqq777qqq
3,14,2,https://sprashivalka.com/q/1035404489
3,14,3,http://www.voprosnik.ru/forum/poll/1022087/%D0%95%D1%81%D0%BB%D0%B8-%D1%87%D0%B5%D0%BB%D0%BE%D0%B2%D0%B5%D0%BA-%D0%B4%D0%BE%D1%81%D1%82%D0%B0%D0%B5%D1%82-%D1%82%D0%B5%D0%B1%D1%8F-%D0%BD%D0%BE-%D1%82%D1%8B-%D0%BD%D0%B5-%D1%85%D0%BE%D1%87%D0%B5%D1%88%D1%8C-%D0%B5%D0%B3%D0%BE-%D0%BE%D0%B1%D0%B8%D0%B4%D0%B5%D1%82%D1%8C-%D1%87%D1%82%D0%BE-%D1%82%D1%8B-%D0%BF%D1%80%D0%B5%D0%B4%D0%BF%D1%80%D0%B8%D0%BC%D0%B5%D1%88%D1%8C
2,14,4,https://www.ctclove.ru/projects/serial/o_kanale/news/poglad-kota-i-popadi-v-fan-zonu-na-europa-plus-live/
2,14,5,http://www.heroeswm.ru/forum_messages.php?page=161\u0026tid=2507289
2,14,6,http://www.bolshoyvopros.ru/questions/108674-pochemu-nelzja-gladit-zhivot-protiv-chasovoj-strelki.html
2,14,7,http://galya.ru/clubs/show.php?id=1025994
2,14,8,http://vashipitomcy.ru/publ/soderzhanie_i_ukhod/kak_sdelat_koshku_laskovoj_sekrety_pravilnogo_vospitanija/20-1-0-410
1,14,9,http://bibo.kz/perli/945752-hhh-ya-vse-ponyal-im-nuzhna-energiya-kotik-nyashnichaet-ty-umilyaeshsya-i-nachinaesh-ego-gladit.html
1,14,10,http://forum.accent-club.ru/lofiversion/index.php/t50307.html
1,14,11,http://www.happy-giraffe.ru/community/39/forum/post/155300/
1,14,12,http://psycheforum.ru/topic83280.html/page-2
1,14,13,http://smexota.net/all/07-2011/d641b4b459.php
1,14,14,http://www.inpearls.ru/author/7637
0,14,15,http://irc.lv/video?id=mfh6xeidxros
0,14,16,http://www.kakprosto.ru/kak-68142-kak-pogladit-kurtku-iz-kozhi
0,14,17,http://nowa.cc/archive/index.php/t-253143.html
0,14,18,http://bouledogue.forumieren.com/t13-topic
0,14,19,http://www.stihinasheylyubvi.ru/stihi-ljubov-i-zhizn/stihi-na-svobodnuju-temu/507-stihi-pro-koshek-kotov-i-kotjat.html
0,14,20,https://vk.com/club13082705
0,14,21,http://www.sql.ru/forum/136349/nu-pogladte-kota
0,14,22,http://selena-to-alex.livejournal.com/46856.html
0,14,23,http://pikabu.ru/story/poglad_kota_2526705
4,15,0,http://base7.ifapap.com/
4,16,0,https://otvet.mail.ru/question/178316836
4,16,1,http://sprashivalka.com/q/1035387828
4,16,2,http://www.inpearls.ru/756479
3,16,3,http://xaxa.linpc.ru/a-vy-tozhe-ne-ubivaete-lyudej-tolko-iz-opaseniya-byt-privlechyonnym-k-ugolovnoj-otvetstvennosti-a-ne-potomu-chto-eto-beschelovechno.html
3,16,4,https://fotostrana.ru/public/post/235781/1114190024/
3,16,5,http://pikabu.ru/story/ya_zhe_odin_takoy_pravda_3103233
2,16,6,https://prikol.nur.kz/show-joke/376077-a-vi-tozhe-ne-ubivaete-lyudej-tolko-iz-opaseniya-bit-privlechennim
2,16,7,https://vk.com/wall-29614963_136973
2,16,8,https://new.vk.com/wall368018036_42
2,16,9,http://funon.cc/tag/%D1%83%D0%B3%D0%BE%D0%BB%D0%BE%D0%B2%D0%BD%D0%B0%D1%8F%20%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B5%D0%BD%D0%BD%D0%BE%D1%81%D1%82%D1%8C
1,16,10,http://pda.anekdotov.net/
1,16,11,http://forum.onliner.by/viewtopic.php?start=500\u0026t=9366
1,16,12,http://forum.df2.ru/index.php?showtopic=3197\u0026st=320
1,16,13,http://my.mail.ru/mail/prohwesor/
1,16,14,http://funlol.ru/19484-ya-russkiy-okkupant.html
1,16,15,https://tabor.ru/id15014666
1,16,16,http://anekdotov.net/anekdot/vk/index-page-1340.html
1,16,17,http://mamba.ua/ru/mb1342078469
0,16,18,http://prikol.i.ua/view/1037008/
0,16,19,https://plus.google.com/115464533989149189215
0,16,20,https://twitter.com/nav_nv
0,16,21,http://www.liveinternet.ru/tags/%D1%CF%D0%C0%D8%C8%C2%C0%CB%CA%C0
0,16,22,http://love.mail.ru/ru/mb1624495626
0,16,23,http://balagur.info/anec/2016-11-01/
0,16,24,http://talks.by/showthread.php?page=63\u0026t=14265317
4,17,0,http://www.bolshoyvopros.ru/questions/621234-kak-nazyvaetsja-bojazn-benzopily.html
4,17,1,http://bibo.kz/perli/1030198-canakau-kak-nazyvaetsya-boyazn-benzopil.html
3,17,2,http://irc.lv/qna/%D0%BA%D0%B0%D0%BA_%D0%BD%D0%B0%D0%B7%D1%8B%D0%B2%D0%B0%D0%B5%D1%82%D1%81%D1%8F_%D0%B1%D0%BE%D1%8F%D0%B7%D0%BD%D1%8C_%D0%B7%D0%B5%D1%80%D0%BA%D0%B0%D0%BB
3,17,3,http://anekdot.kz/zagadki/kak-nazyvaetsya-boyazn-prihoda-santa-klausa/
3,17,4,http://lpk-app.myloveru.com/46466/kak-nazivaetsya-boyazn-benzopili
2,17,5,http://v-science.ru/q/626315-kak-nazyvaetsya-strah-fobiya/
2,17,6,http://www.psyportal.net/5459/koulrofobiya/
2,17,7,http://v-dosuge.ru/q/921409-kak-nazyvaetsya-fobiya--boyazn-myacha/
1,17,8,http://otvet.nur.kz/natural-science/estli-boyazn-okeanov-morej-esli-est-kak-nazyvaetsya-i8275.html
1,17,9,http://idaprikol.ru/i/UIcqQDoW1
1,17,10,http://ibesttroll.ru/publ/14-1-0-3080
1,17,11,https://rvnd.ru/vidy_fobii/
1,17,12,http://womanadvice.ru/boyazn-sobak
1,17,13,http://www.kakprosto.ru/kak-812724-kak-nazyvaetsya-boyazn-krovi
0,17,14,http://kak-bog.ru/boyazn-zmey
0,17,15,http://vmestovalidola.com/fobiya-lyubvi-ili-boyazn-vlyubitsya/
4,18,0,http://sprashivalka.com/q/1035387831
4,19,0,http://sprashivalka.com/q/1035380929
4,20,0,http://otvet.mail.ru/mail/gaja_vadim
3,20,1,http://otvet.mail.ru/question/185288567/
3,20,2,http://otvet.mail.ru/mail/ms.vip.adamchik
3,20,3,http://www.voprosnik.ru/forum/poll/330502/%D0%94%D1%80%D1%83%D0%B6%D0%B1%D0%B0-%D0%BC%D0%B5%D0%B6%D0%B4%D1%83-%D0%BC%D1%83%D0%B6%D1%87%D0%B8%D0%BD%D0%BE%D0%B9-%D0%B8-%D0%B6%D0%B5%D0%BD%D1%89%D0%B8%D0%BD%D0%BE%D0%B9-%D1%8D%D1%82%D0%BE-%D1%81%D0%B5%D0%BA%D1%81-%D0%BE%D1%82%D0%BB%D0%BE%D0%B6%D0%B5%D0%BD%D1%8B%D0%B9-%D0%BD%D0%B0-%D0%BF%D0%BE%D1%82%D0%BE%D0%BC
2,20,4,http://otvetyru.com/jafbb
2,20,5,http://love.mail.ru/ru/mb684339265
2,20,6,https://ok.ru/profile/575184546845/friends
1,20,7,http://vk.com/wall1326956?own=1
4,21,0,http://my.mail.ru/video/list/komarova_mv/2623/2259.html
4,21,1,http://my.mail.ru/video/list/solomon94/735/773.html
3,21,2,http://my.mail.ru/video/mail/garik_pav/_myvideo/24.html
3,21,3,http://www.youtube.com/watch?v=hc1Gee4xbmc
3,21,4,http://vkadre.ws/photo/fotoprikoly/smotri_ehto_ty/2-0-1139
3,21,5,http://semyadeti.ru/kak-uznat-chto-ty-nravishsya-devushke.htm1
2,21,6,https://ok.ru/like.ok/topic/65834110623762
2,21,7,http://www.liveinternet.ru/users/3164575/post321640800/
2,21,8,https://vk.com/club112318514
2,21,9,http://ushilapychvost.ru/blog/43254548347/Koshka-i-zerkalo)))
4,22,0,http://otvet.mail.ru/question/194805193/
3,22,1,http://otvet.mail.ru/mail/gaja_vadim
3,22,2,http://otvet.mail.ru/mail/zzz234aaa
3,22,3,https://sprashivalka.com/q/1035409963
2,22,4,https://ok.ru/profile/474844748738
2,22,5,http://ask.fm/NasyanLis
2,22,6,http://reseto.com/story.php?2538
2,22,7,http://dietam-net.ru/2011/10/15/pochemu-my-ne-zavtrakaem/
2,22,8,http://inflora.ru/diet/diet484.html
1,22,9,http://sferainteresa.ru/pochemu-vazhno-zavtrakat.html
1,22,10,http://ymadam.net/zdorove/sdaem-analizy/obshchij-analiz-krovi-mozhno-est.php
1,22,11,https://sunmag.me/krasota/08-10-2015-ratsion-strojnosti-i-pochemu-nelzya-ne-est-posle-6-vechera.html
1,22,12,http://www.mk.ru/culture/2016/03/13/mikhail-shvydkoy-pochemu-my-s-takoy-legkostyu-govorim-o-tretey-mirovoy-voyne.html
1,22,13,http://elena-kasatova.ru/kak-pravilno-zavtrakat-chto-luchshe-kushat-na-zavtrak/
1,22,14,http://iidi.ucoz.ru/publ/nauka_i_obrazovanie/sovremennoe_obrazovanie/lev_pichurin_jazyk_drug_moj_ili_vrag_pochemu_my_razuchilis_govorit_gramotno/17-1-0-72
1,22,15,http://www.galya.ru/catd_new_page.php?id=4671707
0,22,16,http://ru19.ilovetranslation.com/cbhXgMTNOtA=d/
0,22,17,http://sovetadieta.ru/chem-polezen-zavtrak-ili-pochemu-vazhno-zavtrakat/
0,22,18,http://www.bolshoyvopros.ru/questions/444181-kakov-smysl-pogovorki-o-zavtrake-obede-uzhine-smotrite-nizhe.html
0,22,19,http://lady.tut.by/news/life/390612.html
0,22,20,http://nashaplaneta.su/blog/pochemu_polezno_zavtrakat/2015-04-08-70276
0,22,21,http://www.goodhouse.ru/health/healthy_food/5-ploxix-privychek-ot-kotoryx-rastet-zhivot/
0,22,22,http://fb.ru/post/pets/2015/9/22/1853
0,22,23,http://artprotest.org/index.php?2011-03-04-17-22-59\u00262012-04-28-22-25-57\u0026Itemid=4\u0026catid=6\u0026id=4305\u0026option=com_content\u0026view=article
4,23,0,http://otvet.mail.ru/mail/gaja_vadim
4,23,1,http://otvet.mail.ru/question/67793844/
3,23,2,http://otvet.mail.ru/mail/gaja_vadim
3,23,3,http://animal.jofo.ru/515202.html
3,23,4,http://www.galya.ru/clubs/show.php?id=210749
3,23,5,http://y-jenchina.ru/publ/semja/kak_otuchit_kota_metit_territoriju_v_kvartire/33-1-0-982
2,23,6,http://forum.ykt.ru/viewtopic.jsp?id=3501226
2,23,7,http://www.ko6e4ka.ru/kot-metit-kvartire.htm
2,23,8,http://usnasuperbio.com.ua/page/metyat-li-koshki-territiriyu-konechno-da
2,23,9,https://ru.wikipedia.org/wiki/%D0%9C%D0%B5%D1%87%D0%B5%D0%BD%D1%8B%D0%B9_(Marvel_Comics)
2,23,10,http://howtogetrid.ru/kak-izbavitsya-ot-chernogo-cveta-volos-v-domashnix-usloviyax/
1,23,11,http://www.rususa.com/forum/message.asp-msgid-472530-start-321
1,23,12,http://space17.oooopss.com/
1,23,13,http://seria-z.net/
1,23,14,http://forums.playground.ru/movies/poisk_kino_po_razlichnym_priznakam-145289/
1,23,15,http://www.bibo.kz/anekdoti/660786-vy-govorite-tolko-samcy-metyat-svoyu-territoriyua-chto-zhe-togda-delaet-carapaya-vas-vo-vremya-se.html
1,23,16,http://forumy.ca/viewtopic.php?t=1641
1,23,17,http://www.mogilev.by/news/74245-v-belarusi-nashlis-zhenschiny-polkovniki-kotorye-metyat-v-generaly.html
0,23,18,http://www.ayzdorov.ru/Lechenie_volos_lekarstva.php
0,23,19,http://urinoterapia.50webs.com/
0,23,20,http://seleznoyv.livejournal.com/
0,23,21,http://di-via.ru/post123219299/
0,23,22,http://kiberstar.ru/stars/znaki_body.htm
0,23,23,http://salon-first.ru/body-face.html
0,23,24,http://fishki.net/tag/metit-territoriju/
0,23,25,http://www.crossopen.ru/?do=w\u0026orderBy=1\u0026w=%D0%93
0,23,26,http://www.bolshoyvopros.ru/questions/193304-pochemu-devushki-raskidyvajut-svoe-nizhnee-bele-a-ne-ubirajut-ego-kak-muzhchiny.html
0,23,27,http://devyasil.ru/ponyat-muzhchinu-po-zhestam.html
4,24,0,http://textpesni.com/Vy-tozhe-iz-teh-lyudeiy-kotorye-kladut-palec-koshke-v-rot-kogda-ona-zevaet/
4,24,1,http://sprashivalka.com/q/1035378964
4,24,2,https://otvet.mail.ru/question/66282475
3,24,3,http://ask.fm/yurik1397
3,24,4,http://www.voprosnik.ru/forum/poll/984247/%D0%BE%D1%87%D0%BA%D0%B0%D1%81%D1%82%D1%8B%D0%B9-%D0%B7%D0%B0%D0%B4-%D1%80%D0%BE%D1%82-%D1%87%D1%82%D0%BE-%D0%BB%D0%B8
3,24,5,http://joyreactor.cc/post/2497855
3,24,6,http://4allforum.com/sextalk278740s1040.html
3,24,7,http://bibo.kz/prikolnie-statusi/484394-koshka-zevaet-bystro-zasunul-ejj-v-rot-palec.html
2,24,8,http://otvetik.com/zhivotnye-v-dome/koshki/88454.html
2,24,9,https://infourok.ru/tehnologicheskie-karti-po-razvitiyu-rechi-srednyaya-gruppa-855590.html
2,24,10,http://kotomail.ru/palec-v-rot-ne-kladi
2,24,11,http://reactor.cc/post/1473532
2,24,12,http://www.crossopen.ru/?do=w\u0026orderBy=1\u0026w=%D0%A0
2,24,13,http://anub.ru/30.08.2013/a_vi_toje/
1,24,14,http://kornetobolensky.ru/
1,24,15,http://forum.guns.ru/forum_light_message/37/078270.html
1,24,16,http://sueverie.net/povsednevnaya-zhizn-dvoryanstva-pushkinskoj-pory-primety-i-sueveriya.html
1,24,17,http://xn--90acbafwbitvfddrd8c.xn--p1ai/
1,24,18,http://readmanga.me/black_butler/vol5/20
1,24,19,http://www.stihi.ru/2011/06/28/4591
1,24,20,http://diktantov300.narod.ru/1/all.html
1,24,21,http://magas.ru/forum/svobodnye-temy/mne-nravitsya-smotret-kak-zevaet
0,24,22,http://mintmanga.com/the_world_s_best_first_love/vol1/2?mature=1
0,24,23,http://vetrb.ru/vopro.php
0,24,24,http://citybezdur.narod.ru/
0,24,25,http://relax.com.ua/books-online/the-old-man-and-the-sea/
0,24,26,http://nsportal.ru/user/592063/page/tehnologicheskie-karty-po-teatralizovannoy-deyatelnosti-dlya-detey-doshkolnogo
0,24,27,http://mlp.reactor.cc/post/1570592
4,25,0,https://obsuzhday.com/q/98371593
3,25,1,http://otvet.mail.ru/mail/zzz234aaa
3,25,2,http://ask.fm/NasyanLis
3,25,3,http://my.mail.ru/bk/mili.p/
3,25,4,http://amigos.lv/ru/qna?id=142803
4,26,0,http://reseto.com/?t=1468053160897
4,26,1,http://ask.fm/yanufrieva2016
3,26,2,http://sprashivalka.com/6771984/answers
3,26,3,https://otvet.mail.ru/question/178338671
3,26,4,http://www.amigos.inbox.lv/lv/qna?uid=423808
2,26,5,http://seleznoyv.livejournal.com/
2,26,6,http://www.socionik.com/arhiv/2010/zashifrovannye_stihi_11406.htm
2,26,7,http://www.galya.ru/catd_new_page.php?id=2874760
2,26,8,http://readmanga.me/naruto/vol72/694
2,26,9,http://tema-vmeste.ru/viewtopic.php?id=2578
2,26,10,http://citybezdur.narod.ru/
1,26,11,http://mintmanga.com/in_love_for_24_hours/vol1/1?mature=1
1,26,12,http://www.forexpf.ru/news/2016/09/04/b7l6-obzor-predstoyaschej-nedeli-tsentrobanki-v-fokuse.html
1,26,13,http://www.555books.net/index.php?p=Priklyucheniya_Geklberri_Finna
1,26,14,http://www.psichology.vuzlib.su/book_o463_page_6.html
1,26,15,https://infourok.ru/programma-po-etike-dlya-detey-starshego-doshkolnogo-i-mladshego-shkolnogo-vozrasta-1084341.html
1,26,16,http://ruslit.traumlibrary.net/book/bunin-ss06-02/bunin-ss06-02.html
1,26,17,http://www.studfiles.ru/preview/1635354/page:8/
0,26,18,http://nenuda.ru/%D0%BA%D0%B0%D1%80%D0%B5%D0%BD-%D0%BF%D1%80%D0%B0%D0%B9%D0%BE%D1%80-%D0%BDe-%D1%80%D1%8B%D1%87%D0%B8%D1%82%D0%B5-%D0%BD%D0%B0-%D1%81%D0%BE%D0%B1%D0%B0%D0%BA%D1%83-stranica-5.html
0,26,19,http://knigger.org/bradbury/farewell-summer/
0,26,20,http://nsportal.ru/detskiy-sad/materialy-dlya-roditeley/2013/01/28/buklety-dlya-roditeley
0,26,21,http://lit-classic.ru/index.php?fid=1\u0026re=1-%20\u0026sid=25\u0026tid=2974
0,26,22,http://pikabu.ru/search.php?q=%F1%EB%E0%E4%EE%F1%F2%E8+%F1%F1%F1%F0\u0026x=0\u0026y=0
0,26,23,http://obwest.ru/189
0,26,24,http://lib.pravmir.ru/library/readbook/2109
0,26,25,https://vk.com/wall-49746236?offset=20\u0026own=1
0,26,26,http://lektsii.com/3-893.html
3,27,0,http://otvet.mail.ru/mail/zelik1988
2,27,1,http://reseto.com/
2,27,2,http://www.voprosnik.ru/forum/poll/365258/%D0%9A%D0%B0%D0%BA-%D0%B2-%D0%B8%D0%B3%D1%80%D0%B5-%D0%B2-%D1%88%D0%B0%D1%85%D0%BC%D0%B0%D1%82%D1%8B-%D0%BE%D0%B1%D0%BB%D0%BE%D0%B6%D0%B8%D1%82%D1%8C-%D1%81%D0%BE%D0%BF%D0%B5%D1%80%D0%BD%D0%B8%D0%BA%D0%B0-%D0%BC%D0%B0%D1%82%D0%BE%D0%BC-%D1%87%D1%82%D0%BE%D0%B1%D1%8B-%D0%BE%D0%BD-%D0%BD%D0%B5-%D0%BE%D0%B1%D0%B8%D0%B4%D0%B5%D0%BB%D1%81%D1%8F
2,27,3,http://ask.fm/AlkaNesterova
2,27,4,https://vk.com/club132896136
2,27,5,https://galactikka.com/83003
1,27,6,http://textpesni.com/Kak-krasivo-zakonchit-remont-v-tri-chasa-utra/
1,27,7,http://my.mail.ru/mail/kudryavcev.grigorii/
1,27,8,http://onmoy.com/kak-otshit-parnya.html
1,27,9,http://www.amigos.inbox.lv/lv/qna?uid=423808
1,27,10,https://deti.mail.ru/forum/semejnye_otnoshenija/semja_i_semejnye_otnoshenija/nuzhno_li_ustupat_mesto_v_obshhestvennom_transporte/?page=12
1,27,11,http://a2ch.ru/2013/11/20/dvorch-korotko-segodnia-ehal-v-avtobuse-na-ostanovke-pochti-vse-57645776.html
0,27,12,http://nedeli.org/mama/forum22/topic1720/
0,27,13,https://ok.ru/antimaydan.nda/topic/66092569777455
0,27,14,http://forums.playground.ru/sid_meiers_civilization_5/sid_meiers_civilization_5_brave_new_world-788783/
0,27,15,http://book.siltri.by/
0,27,16,http://sxn.today/index.php?showtopic=335396\u0026st=105
0,27,17,http://www.diets.ru/post/374385/
0,27,18,http://mintmanga.com/adult_experience/vol1/9?mature=1
0,27,19,http://reshebnik5-11.ru/gdz-7-klass/russkij-yazyk/21-gdz-russkij-yazyk-7-kl-m-m-razumovskaya?start=7
0,27,20,http://pikabu.ru/story/ustupi_mesto_1087600
0,27,21,http://ura.ru/articles/1036268870
0,27,22,http://www.vb.kg/doc/322650_23_letniaia_bishkekchanka_podala_v_syd_na_pravitelstvo_za_zabitye_marshrytki.html
0,27,23,http://www.studfiles.ru/preview/5996964/page:13/
0,27,24,http://kaspyinfo.ru/astraxanskij-terrorist-obidelsya-na-otkaz-v-dosrochnom-osvobozhdenii-iz-tyurmy/
4,28,0,http://reseto.com/index.php?page=3
4,28,1,http://ask.fm/id256335928
4,28,2,http://readmanga.me/nice_to_meet_you__kami_sama/vol19/109
3,28,3,http://sverhestestvenoe.com/online/11-season/17-seria-11-season.html
3,28,4,https://infourok.ru/pourochnye_plany_po_angliyskomu_yazyku_1_klass-152240.htm
3,28,5,https://geektimes.ru/post/280912/
2,28,6,http://kopilkaurokov.ru/angliiskiyYazik/uroki/pourochnyie-plany-2-klass-1-chietviert-umk-rakhimzhanova-s-d-volkova-a-s
2,28,7,http://mintmanga.com/rutta_to_kodama/vol2/5?mature=1
2,28,8,https://4gameforum.com/threads/607271/
1,28,9,https://thequestion.ru/questions/111568/chto-nelzya-guglit
1,28,10,https://topwar.ru/99912-rossiya-na-grani.html
1,28,11,http://www.liveinternet.ru/users/maira-sony/rubric/5155620/
1,28,12,http://site1.dumptxtkey.com/
1,28,13,http://stopgame.ru/newsdata/29326
1,28,14,http://turkcinema.tv/indian-serials/kak-nazvat-etu-lyubov-ozvuchka-na-russkom-iss-pyaar-ko-kya-naam-doon.html?cmtpage=302
1,28,15,https://ok.ru/ukaminasdr/topic/65789880210750
1,28,16,http://pikabu.ru/tag/%D0%AD%D0%BC%D0%BE%D0%B4%D0%B7%D0%B8/best
0,28,17,http://4pda.ru/?s=Google%20%EF%E5%F0%E5%E2%EE%E4%F7%E8%EA
0,28,18,http://rihiqi.zlatoruki.ru/
0,28,19,http://subscribe.ru/catalog/job.education.lifemanagement/thread/?pos=3
0,28,20,http://overallnews.ru/i/4486978
0,28,21,http://dir.people-group.su/?ca=0\u0026p=ru/list
0,28,22,http://nsportal.ru/shkola/inostrannye-yazyki/angliiskiy-yazyk/library/2016/01/30/razrabotki-urokov-angliyskogo-yazyka-v
0,28,23,http://gigabytecm.com/support/eng/Classic/GSmart%20Classic_UM_RU.pdf
0,28,24,https://nstarikov.ru/blog/70937
0,28,25,https://new.vk.com/wall256431243
0,28,26,http://sitepokupok.ru/faq
0,28,27,http://site8.locatetelephone3.com/
4,29,0,http://www.bolshoyvopros.ru/questions/2221713-kak-kuzja-iz-seriala-univer-postupil-na-filfak.html
4,29,1,http://reseto.com/
3,29,2,http://ask.fm/Serioshka98
3,29,3,https://new.vk.com/art_fun
3,29,4,http://sprashivalka.com/8133048/questions
3,29,5,http://fb.ru/article/141879/pochemu-kuzya-ushel-iz-univera-univer-kuzya-ushel-iz-seriala
2,29,6,http://onlainfilm.ucoz.ua/load/univer_serija_140_svadebnyj_perepolokh_smotret_onlajn/11-2-0-293
2,29,7,http://old.nasha.lv/rus/spravki/prazdniki/date/5.5.2013
2,29,8,http://bolgarikawero.ru/993214350-sasha-iz-univera-biografiya-aktera/
2,29,9,http://narodclub.net/iph/dl/%EA%E0%EA+%EA%F3%E7%FF+%F2%F0%E0%F5%E0%E5%F2+%E0%EB%EB%F3+%E8%E7+%F3%ED%E8%E2%E5%F0%E0.html
2,29,10,http://onlyuniver.com/actors/kyzya.php
1,29,11,http://univer-tv.us/b_kyzya.htm
1,29,12,http://akkord-gitar.com/groups/kyzya/kyzya2.htm
1,29,13,http://bigcinema.to/series/univer-serial.html?cmtpage=12
1,29,14,http://www.univeru.ru/faces-ekvg.html
1,29,15,http://univer-serial.moy.su/publ/biografii/kuzja_vitalij_gogunskij/1-1-0-1
1,29,16,http://ya.03compu.ru/?page=1\u0026query=%D0%BA%D1%83%D0%B7%D1%8F+%D0%B8%D0%B7+%D1%83%D0%BD%D0%B8%D0%B2%D0%B5%D1%80%D0%B0
0,29,17,http://vk.com/ostroym
0,29,18,http://www.fanbio.ru/vidzlodei/902---qq.html
0,29,19,http://dic.academic.ru/dic.nsf/ruwiki/1156383
0,29,20,http://realiy.ru/news/univer_serial_telekanala_tnt_istorija_univera_aktery_kotorye_snimalis_v_serial_foto_s_univera/2012-03-25-20
0,29,21,http://ru.univerteleserial.wikia.com/wiki/%C2%AB%D0%A3%D0%BD%D0%B8%D0%B2%D0%B5%D1%80%C2%BB
0,29,22,http://www.serialytv.ru/univer-novaya-obshhaga-opisanie-seriy/
4,30,0,https://otvet.mail.ru/question/195747489
4,30,1,http://reseto.com/index.php?page=3
3,30,2,https://vk.com/id93929767
3,30,3,http://ask.fm/id269930294
3,30,4,https://my.mail.ru/inbox/envill/
3,30,5,http://infaw.ru/znamenitosti/25-znamenitye-zhenschiny-kotorye-brosili-pit.html
2,30,6,http://moy-narcolog.ru/mozhno-li-vyilechit-alkogolika-bez-ego-zhelaniya/
2,30,7,http://yaokino.ru/10-samyh-dejstvennyh-filmov-ob-alkogolikah
2,30,8,http://www.russlav.ru/stat/stihi.html
1,30,9,https://auto.onliner.by/2016/07/08/tusa
1,30,10,http://www.perejit.ru/main/alko/bolnaya_semya.htm
1,30,11,http://www.liveinternet.ru/users/4715676/post240745975/
1,30,12,http://kodirovanie.net/zvezdnaya_bolezn_1/
0,30,13,http://htn.su/game/prohozhdenie-igr/2013-11-05/3222-igra-100-k-1-otvety.html
0,30,14,http://readmanga.me/class_president_is_a_maid/vol13/57?mature=1
0,30,15,http://space48.oooopss.com/
0,30,16,http://alcoholismhls.ru/2012/10/21/kak-molitsya-za-pyushhego-muzha-syna-blizkogo-cheloveka/
0,30,17,http://www.caravan.kz/news/kazakhi-zhenivshiesya-na-russkikh-zhenshhinakh-bystro-obruseyut-smi-365025/
0,30,18,http://blog.silnaya-lichnost.ru/comment_1215509063.html
0,30,19,http://skazki.yaxy.ru/169.html
0,30,20,http://lektsii.org/2-63767.html
0,30,21,https://ok.ru/welcome.ok/topic/65885744485649
0,30,22,http://voxfree.narod.ru/disco/disco_sl_alco.html
0,30,23,http://durdom2.com/post.php?post=53
0,30,24,https://esquire.ru/tochka/ufa
4,31,0,http://otvet.mail.ru/mail/zzz234aaa
4,31,1,http://otvet.mail.ru/mail/pomytkinandrei
3,31,2,http://nashidetki.net/ukhod-za-novorozhdennym/rebenok-plachet-posle-kupaniya.html
3,31,3,http://www.galya.ru/clubs/show.php?id=494680
3,31,4,http://ru.wikihow.com/%D0%B1%D1%8B%D1%81%D1%82%D1%80%D0%BE-%D0%BF%D0%BE%D1%82%D0%B5%D1%80%D1%8F%D1%82%D1%8C-%D0%B3%D0%BE%D0%BB%D0%BE%D1%81
2,31,5,https://thequestion.ru/questions/123313/stoit-li-podkhodit-k-cheloveku-kotoryi-plachet-v-metro-ili-drugom-obshestvennom-meste-i-pytatsya-emu-pomoch
2,31,6,http://www.bolshoyvopros.ru/questions/40119-a-vy-plachete-ot-luka-kto-to-znaet-sposob-kak-ne-plakat-pri-chistke-luka.html
2,31,7,http://rembitteh.ru/hozyayke-na-zametku/holodilnik-techet/
2,31,8,http://www.sunhome.ru/dreams/3%CF%FB%F2%E0%F2%FC%F1%FF+%EA%F0%E8%F7%E0%F2%FC+%E2%EE+%F1%ED%E5
2,31,9,http://www.sympaty.net/20140430/chasto-plachu/
1,31,10,http://www.sxnarod.com/a-vy-plachete-kogda-rezhete-luk-t.html
1,31,11,http://eka-mama.ru/forum/part10/topic21053/
1,31,12,https://infourok.ru/nauchnoissledovatelskaya-rabota-slyozi-pochemu-mi-plachem-1089638.html
1,31,13,http://www.infoniac.ru/news/Samye-opasnye-situacii-i-kak-iz-nih-vybrat-sya.html
1,31,14,http://nytick.ru/content/muzh-i-zhena
1,31,15,http://www.ljpoisk.ru/mama/2014/01/13304479.html
0,31,16,http://mirfactov.com/10-faktov-o-samyih-rasprostranyonnyih-nochnyih-koshmarah/
0,31,17,http://seleznoyv.livejournal.com/
0,31,18,http://www.helpster.ru/page.php?id_n=27005
0,31,19,http://askmama.ru/2915-ispolzovali-li-vy-ukropnuyu-vodu-pri-kolikah.html
0,31,20,http://forum.guns.ru/forum_light_message/37/078270.html
3,32,0,http://sprashivalka.com/q/1035183113
3,32,1,http://otvet.mail.ru/mail/zzz234aaa
2,32,2,http://ask.fm/Liliya2908
